Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio
25.857142857,90.707610147,1.5287049399,0.3,0.05,3
21.056074766,38.905206943,2.5967957276,0.3,0.05,3
2.5487316422,84.833110814,3.1842456609,0.3,0.05,3
14.744993324,60.90787717,4.0867823765,0.3,0.05,3
20.746328438,34.205607477,4.6421895861,0.3,0.05,3
1.3097463284,72.977303071,2.6982643525,0.3,0.05,3
8.9759679573,92.096128171,2.5914552737,0.3,0.05,3
10.021361816,39.225634179,1.170894526,0.3,0.05,3
8.3951935915,32.923898531,2.5327102804,0.3,0.05,3
11.841121495,26.728971963,4.8024032043,0.3,0.05,3
27.018691589,58.771695594,1.090787717,0.3,0.05,3
21.714285714,67.209612817,2.6715620828,0.3,0.05,3
13.234979973,67.316421896,4.4552736983,0.3,0.05,3
19.391188251,25.020026702,1.5340453939,0.3,0.05,3
11.531375167,66.034712951,2.91188251,0.3,0.05,3
14.977303071,89.959946595,4.8130841121,0.3,0.05,3
1.3871829105,94.232309746,4.1455273698,0.3,0.05,3
25.663551402,39.866488652,2.2122830441,0.3,0.05,3
9.0146862483,21.388518024,2.9919893191,0.3,0.05,3
24.076101469,90.173564753,4.9786381842,0.3,0.05,3
14.435246996,80.347129506,2.5113484646,0.3,0.05,3
13.777036048,72.763684913,4.0173564753,0.3,0.05,3
27.05740988,43.177570093,1.785046729,0.3,0.05,3
29.148197597,27.369826435,3.5954606142,0.3,0.05,3
22.604806409,89.319092123,4.652870494,0.3,0.05,3
28.761014686,64.112149533,4.3484646195,0.3,0.05,3
29.961281709,87.503337784,1.9292389853,0.3,0.05,3
17.919893191,98.611481976,1.4112149533,0.3,0.05,3
28.064085447,53.538050734,2.6288384513,0.3,0.05,3
17.687583445,98.397863818,2.1214953271,0.3,0.05,3
3.9038718291,40.293724967,4.7863818425,0.3,0.05,3
7.0400534045,96.475300401,3.5527369826,0.3,0.05,3
3.2069425901,99.786381842,4.6475300401,0.3,0.05,3
10.91188251,81.628838451,2.393858478,0.3,0.05,3
3.1682242991,37.943925234,4.2843791722,0.3,0.05,3
18.655540721,99.038718291,2.7943925234,0.3,0.05,3
21.791722296,86.008010681,3.3070761015,0.3,0.05,3
5.4138851802,71.802403204,4.2363150868,0.3,0.05,3
22.178905207,76.822429907,1.4218958611,0.3,0.05,3
23.76635514,92.843791722,4.5567423231,0.3,0.05,3
12.770360481,86.221628838,1.8758344459,0.3,0.05,3
24.347129506,24.165554072,4.7009345794,0.3,0.05,3
22.682242991,93.484646195,2.8477970628,0.3,0.05,3
1.0774365821,80.8811749,1.1388518024,0.3,0.05,3
8.2790387183,85.046728972,1.8010680908,0.3,0.05,3
17.300400534,96.261682243,1.1281708945,0.3,0.05,3
7.9692923899,79.279038718,3.1468624833,0.3,0.05,3
27.405874499,36.982643525,3.6488651535,0.3,0.05,3
23.185580774,99.465954606,3.4138851802,0.3,0.05,3
13.660881175,43.711615487,1.1121495327,0.3,0.05,3
3.5941255007,39.759679573,2.8104138852,0.3,0.05,3
25.160213618,83.978638184,4.562082777,0.3,0.05,3
14.125500668,46.488651535,2.3351134846,0.3,0.05,3
26.360480641,94.125500668,2.388518024,0.3,0.05,3
11.221628838,61.869158879,1.9879839786,0.3,0.05,3
11.144192256,68.598130841,3.2323097463,0.3,0.05,3
7.6208277704,31.001335113,2.7142857143,0.3,0.05,3
20.397863818,78.104138852,2.9813084112,0.3,0.05,3
25.005340454,82.056074766,3.2109479306,0.3,0.05,3
12.38317757,62.830440587,2.126835781,0.3,0.05,3
25.044058745,37.303070761,1.1869158879,0.3,0.05,3
23.108144192,69.345794393,3.691588785,0.3,0.05,3
16.40987984,49.052069426,3.5313751669,0.3,0.05,3
25.97329773,87.610146862,1.4966622163,0.3,0.05,3
1.2323097463,57.489986649,1.8277703605,0.3,0.05,3
13.080106809,74.472630174,4.2469959947,0.3,0.05,3
26.825100134,22.883845127,2.4365821095,0.3,0.05,3
7.4659546061,70.307076101,1.3417890521,0.3,0.05,3
17.842456609,27.903871829,4.3377837116,0.3,0.05,3
28.606141522,70.200267023,1.2937249666,0.3,0.05,3
9.6728971963,92.523364486,3.7716955941,0.3,0.05,3
8.5500667557,31.214953271,3.4566088117,0.3,0.05,3
7.5821094793,37.516688919,4.1775700935,0.3,0.05,3
1.6194926569,36.769025367,4.2416555407,0.3,0.05,3
15.364485981,44.138851802,2.8744993324,0.3,0.05,3
10.640854473,66.248331108,4.7116154873,0.3,0.05,3
24.50200267,79.919893191,3.606141522,0.3,0.05,3
27.096128171,63.150867824,1.4646194927,0.3,0.05,3
18.887850467,49.799732977,1.870493992,0.3,0.05,3
5.0267022697,66.461949266,1.6889185581,0.3,0.05,3
22.914552737,41.789052069,1.8811748999,0.3,0.05,3
19.042723632,69.55941255,3.0240320427,0.3,0.05,3
27.909212283,30.680907877,1.1602136182,0.3,0.05,3
10.795727637,67.85046729,4.0387182911,0.3,0.05,3
1.5807743658,51.188251001,4.1615487316,0.3,0.05,3
7.6982643525,78.531375167,1.0961281709,0.3,0.05,3
14.899866489,82.59012016,4.1401869159,0.3,0.05,3
1.8130841121,74.259012016,4.4072096128,0.3,0.05,3
11.724966622,35.273698264,3.4032042724,0.3,0.05,3
19.507343124,41.361815754,1.2082777036,0.3,0.05,3
29.303070761,60.373831776,2.7463284379,0.3,0.05,3
20.126835781,67.530040053,3.8251001335,0.3,0.05,3
15.32576769,23.097463284,2.6234979973,0.3,0.05,3
2.9359145527,49.265687583,4.476635514,0.3,0.05,3
6.2269692924,38.371161549,1.2456608812,0.3,0.05,3
21.753004005,74.579439252,2.0253671562,0.3,0.05,3
18.345794393,83.765020027,4.9679572764,0.3,0.05,3
12.925233645,25.23364486,4.4018691589,0.3,0.05,3
2.1615487316,38.050734312,2.7036048064,0.3,0.05,3
7.1174899866,31.535380507,1.9612817089,0.3,0.05,3
20.901201602,20.106809079,1.8971962617,0.3,0.05,3
19.73965287,47.556742323,2.3671562083,0.3,0.05,3
26.902536716,41.682242991,2.2229639519,0.3,0.05,3
13.196261682,63.578104139,4.7917222964,0.3,0.05,3
26.631508678,91.668891856,4.8397863818,0.3,0.05,3
4.8331108144,51.829105474,3.6542056075,0.3,0.05,3
10.950600801,61.228304406,4.1935914553,0.3,0.05,3
12.305740988,58.878504673,4.5033377837,0.3,0.05,3
20.475300401,29.506008011,3.3391188251,0.3,0.05,3
24.618157543,52.576769025,4.8664886515,0.3,0.05,3
7.7757009346,23.417890521,4.1241655541,0.3,0.05,3
8.6662216288,85.367156208,3.7610146862,0.3,0.05,3
14.473965287,32.069425901,3.8891855808,0.3,0.05,3
9.3631508678,45.100133511,4.1081441923,0.3,0.05,3
13.002670227,30.894526035,3.0987983979,0.3,0.05,3
11.26034713,53.644859813,4.5300400534,0.3,0.05,3
12.150867824,28.437917223,1.8865153538,0.3,0.05,3
1.4259012016,48.838451268,3.8785046729,0.3,0.05,3
18.384512684,54.285714286,4.3751668892,0.3,0.05,3
4.1748998665,56.52870494,3.8304405874,0.3,0.05,3
28.954606142,53.217623498,4.7543391188,0.3,0.05,3
15.054739653,77.463284379,1.6568758344,0.3,0.05,3
21.365821095,30.360480641,2.4686248331,0.3,0.05,3
7.0787716956,60.480640854,4.4606141522,0.3,0.05,3
18.849132176,76.929238985,2.9706275033,0.3,0.05,3
26.592790387,73.831775701,4.0814419226,0.3,0.05,3
22.29506008,55.460614152,1.3738317757,0.3,0.05,3
24.463284379,35.807743658,3.3765020027,0.3,0.05,3
9.7890520694,66.568758344,3.4779706275,0.3,0.05,3
6.0720961282,56.742323097,1.9452603471,0.3,0.05,3
1.696929239,77.142857143,2.2443257677,0.3,0.05,3
25.702269693,25.447263017,3.3230974633,0.3,0.05,3
19.120160214,98.184245661,2.1748998665,0.3,0.05,3
1.1161548732,76.608811749,2.3511348465,0.3,0.05,3
6.7690253672,86.862483311,3.3551401869,0.3,0.05,3
2.7810413885,40.934579439,4.5246995995,0.3,0.05,3
2.9746328438,89.853137517,2.132176235,0.3,0.05,3
24.927903872,31.428571429,2.7249666222,0.3,0.05,3
28.52870494,96.902536716,1.4592790387,0.3,0.05,3
3.7877169559,81.308411215,1.261682243,0.3,0.05,3
5.2977303071,38.157543391,1.5660881175,0.3,0.05,3
4.7556742323,48.197596796,2.9546061415,0.3,0.05,3
17.455273698,99.14552737,3.6221628838,0.3,0.05,3
11.64753004,58.985313752,4.1508678238,0.3,0.05,3
16.564753004,38.584779706,3.958611482,0.3,0.05,3
1.9292389853,68.384512684,3.6702269693,0.3,0.05,3
29.186915888,20.747663551,1.608811749,0.3,0.05,3
21.675567423,75.113484646,2.4312416555,0.3,0.05,3
16.138851802,75.433911883,4.220293725,0.3,0.05,3
23.456608812,69.132176235,4.044058745,0.3,0.05,3
18.926568758,60.694259012,2.740987984,0.3,0.05,3
18.500667557,90.600801068,1.3684913218,0.3,0.05,3
20.436582109,73.404539386,2.041388518,0.3,0.05,3
7.5433911883,24.058744993,2.826435247,0.3,0.05,3
21.404539386,38.477970628,2.0734312417,0.3,0.05,3
18.074766355,24.592790387,2.9652870494,0.3,0.05,3
25.392523364,65.18024032,3.4939919893,0.3,0.05,3
17.339118825,44.779706275,1.2296395194,0.3,0.05,3
21.90787717,97.436582109,1.7263017356,0.3,0.05,3
9.0921228304,80.560747664,2.8691588785,0.3,0.05,3
15.132176235,69.773030708,3.4833110814,0.3,0.05,3
19.546061415,88.357810414,1.0801068091,0.3,0.05,3
21.636849132,52.683578104,4.6582109479,0.3,0.05,3
8.046728972,79.065420561,4.8184245661,0.3,0.05,3
18.307076101,91.241655541,4.1134846462,0.3,0.05,3
9.7116154873,62.723631509,3.7129506008,0.3,0.05,3
24.656875834,51.29506008,1.0747663551,0.3,0.05,3
9.1308411215,67.957276368,3.0560747664,0.3,0.05,3
23.417890521,83.44459279,2.9599465955,0.3,0.05,3
28.296395194,79.599465955,3.9692923899,0.3,0.05,3
22.6435247,70.41388518,1.1815754339,0.3,0.05,3
12.654205607,80.774365821,3.7076101469,0.3,0.05,3
9.8664886515,88.037383178,4.9572763685,0.3,0.05,3
5.7236315087,43.925233645,2.5807743658,0.3,0.05,3
21.210947931,46.702269693,1.8651535381,0.3,0.05,3
23.340453939,60.587449933,3.3337783712,0.3,0.05,3
9.8277703605,65.287049399,1.7049399199,0.3,0.05,3
10.602136182,21.602136182,4.6955941255,0.3,0.05,3
2.393858478,20,3.1201602136,0.3,0.05,3
27.870493992,70.520694259,1.9185580774,0.3,0.05,3
2.0453938585,86.542056075,4.5887850467,0.3,0.05,3
29.574098798,79.492656876,4.6315086782,0.3,0.05,3
10.060080107,52.363150868,3.6595460614,0.3,0.05,3
23.03070761,74.365821095,2.997329773,0.3,0.05,3
15.287049399,47.129506008,1.7316421896,0.3,0.05,3
16.990654206,56.849132176,4.4285714286,0.3,0.05,3
20.785046729,72.870493992,2.5594125501,0.3,0.05,3
23.805073431,70.734312417,3.1628838451,0.3,0.05,3
13.46728972,68.70493992,3.08811749,0.3,0.05,3
26.32176235,53.858477971,3.0400534045,0.3,0.05,3
2.8197596796,50.226969292,2.2763684913,0.3,0.05,3
21.017356475,41.148197597,3.1415220294,0.3,0.05,3
23.650200267,75.220293725,2.5273698264,0.3,0.05,3
13.583444593,65.607476636,3.3871829105,0.3,0.05,3
21.869158879,76.181575434,4.4339118825,0.3,0.05,3
6.5367156208,32.283044059,4.7810413885,0.3,0.05,3
14.357810414,69.238985314,3.0720961282,0.3,0.05,3
2.6648865154,23.524699599,4.0654205607,0.3,0.05,3
17.8811749,59.305740988,1.5927903872,0.3,0.05,3
16.177570093,88.67823765,4.909212283,0.3,0.05,3
21.946595461,33.88518024,2.5433911883,0.3,0.05,3
7.1949265688,77.783711615,2.7730307076,0.3,0.05,3
11.299065421,74.152202937,2.8905206943,0.3,0.05,3
5.5687583445,42.216288385,1.2403204272,0.3,0.05,3
10.563417891,29.933244326,1.2723631509,0.3,0.05,3
29.728971963,25.126835781,2.0947930574,0.3,0.05,3
26.244325768,82.803738318,1.0106809079,0.3,0.05,3
24.385847797,21.815754339,4.214953271,0.3,0.05,3
5.917222964,37.623497997,4.6795727637,0.3,0.05,3
30,70.093457944,3.526034713,0.3,0.05,3
5.4526034713,85.26034713,1.085447263,0.3,0.05,3
26.747663551,21.281708945,2.0360480641,0.3,0.05,3
4.0200267023,34.526034713,4.5994659546,0.3,0.05,3
5.9946595461,45.954606142,1.2029372497,0.3,0.05,3
1.7743658211,28.331108144,1.0694259012,0.3,0.05,3
13.351134846,60.267022697,2.4472630174,0.3,0.05,3
8.782376502,59.198931909,4.8344459279,0.3,0.05,3
15.209612817,37.837116155,4.3271028037,0.3,0.05,3
1.6582109479,39.439252336,1.8918558077,0.3,0.05,3
25.315086782,96.368491322,3.4993324433,0.3,0.05,3
16.293724967,21.70894526,2.4045393858,0.3,0.05,3
1.73564753,59.09212283,3.344459279,0.3,0.05,3
18.036048064,90.814419226,1.1495327103,0.3,0.05,3
25.469959947,59.626168224,2.0627503338,0.3,0.05,3
8.4726301736,62.403204272,4.4445927904,0.3,0.05,3
4.7943925234,75.006675567,4.8504672897,0.3,0.05,3
3.3618157543,49.906542056,4.7489986649,0.3,0.05,3
2.4712950601,41.468624833,4.6261682243,0.3,0.05,3
23.37917223,70.841121495,1.5767690254,0.3,0.05,3
25.779706275,84.939919893,3.7983978638,0.3,0.05,3
19.662216288,66.141522029,4.7436582109,0.3,0.05,3
4.562082777,64.32576769,2.8424566088,0.3,0.05,3
9.2469959947,20.213618158,2.917222964,0.3,0.05,3
2.5100133511,54.178905207,3.8197596796,0.3,0.05,3
11.066755674,81.842456609,1.3524699599,0.3,0.05,3
22.875834446,29.399198932,4.9038718291,0.3,0.05,3
22.527369826,85.794392523,2.2923898531,0.3,0.05,3
11.879839786,96.688918558,2.5060080107,0.3,0.05,3
10.253671562,100,4.3324432577,0.3,0.05,3
27.599465955,71.695594126,2.3457943925,0.3,0.05,3
18.61682243,20.320427236,3.1895861148,0.3,0.05,3
15.016021362,87.182910547,3.7236315087,0.3,0.05,3
28.567423231,87.82376502,3.0934579439,0.3,0.05,3
19.778371162,75.327102804,3.9265687583,0.3,0.05,3
28.218958611,32.710280374,3.2536715621,0.3,0.05,3
22.837116155,22.349799733,3.5847797063,0.3,0.05,3
3.5166889186,89.105473965,4.5140186916,0.3,0.05,3
15.67423231,52.897196262,2.1855807744,0.3,0.05,3
2.2002670227,82.910547397,2.2336448598,0.3,0.05,3
22.411214953,56.635514019,2.303070761,0.3,0.05,3
20.320427236,26.194926569,1.2777036048,0.3,0.05,3
10.757009346,48.411214953,3.5634178905,0.3,0.05,3
17.029372497,22.990654206,3.2002670227,0.3,0.05,3
8.7049399199,91.028037383,4.0226969292,0.3,0.05,3
10.098798398,89.746328438,4.1722296395,0.3,0.05,3
22.720961282,68.811748999,4.2897196262,0.3,0.05,3
18.578104139,57.38317757,1.2563417891,0.3,0.05,3
16.526034713,91.134846462,3.4405874499,0.3,0.05,3
17.184245661,71.161548732,3.6755674232,0.3,0.05,3
9.5567423231,30.146862483,4.6208277704,0.3,0.05,3
10.524699599,24.272363151,1.4753004005,0.3,0.05,3
6.8077436582,20.534045394,2.3404539386,0.3,0.05,3
11.918558077,34.419225634,1.5821094793,0.3,0.05,3
14.706275033,41.895861148,4.8451268358,0.3,0.05,3
5.220293725,94.339118825,2.1161548732,0.3,0.05,3
28.025367156,57.810413885,2.1108144192,0.3,0.05,3
5.5300400534,22.242990654,1.5393858478,0.3,0.05,3
2.2777036048,68.277703605,1.9078771696,0.3,0.05,3
7.349799733,96.154873164,3.3124165554,0.3,0.05,3
7.8531375167,94.552736983,3.2803738318,0.3,0.05,3
9.7503337784,96.048064085,4.0974632844,0.3,0.05,3
10.873164219,78.317757009,2.308411215,0.3,0.05,3
29.109479306,63.47129506,3.2696929239,0.3,0.05,3
26.283044059,61.7623498,4.829105474,0.3,0.05,3
8.1628838451,27.690253672,1.9025367156,0.3,0.05,3
21.443257677,48.090787717,3.3604806409,0.3,0.05,3
19.429906542,57.596795728,2.7676902537,0.3,0.05,3
1.3484646195,65.821094793,1.8384512684,0.3,0.05,3
14.009345794,40.82777036,4.0707610147,0.3,0.05,3
18.539385848,95.62082777,3.435246996,0.3,0.05,3
20.978638184,90.493991989,1.6355140187,0.3,0.05,3
3.826435247,55.353805073,2.6875834446,0.3,0.05,3
26.050734312,95.514018692,4.9252336449,0.3,0.05,3
5.6074766355,37.196261682,1.8437917223,0.3,0.05,3
21.327102804,97.543391188,1.6461949266,0.3,0.05,3
10.447263017,66.675567423,1.9719626168,0.3,0.05,3
20.514018692,37.40987984,2.9225634179,0.3,0.05,3
16.835781041,62.082777036,2.9332443258,0.3,0.05,3
19.081441923,37.089452603,3.1094793057,0.3,0.05,3
15.906542056,53.431241656,3.3978638184,0.3,0.05,3
1.4646194927,59.519359146,4.0761014686,0.3,0.05,3
22.488651535,44.35246996,1.3791722296,0.3,0.05,3
25.276368491,56.315086782,3.8464619493,0.3,0.05,3
22.372496662,21.495327103,4.7329773031,0.3,0.05,3
24.85046729,88.464619493,4.6688918558,0.3,0.05,3
19.584779706,82.269692924,4.4499332443,0.3,0.05,3
2.2389853138,25.874499332,1.0373831776,0.3,0.05,3
4.4459279039,62.296395194,2.9385847797,0.3,0.05,3
18.810413885,68.918558077,3.6381842457,0.3,0.05,3
11.99599466,94.76635514,4.5941255007,0.3,0.05,3
18.423230975,77.676902537,2.2069425901,0.3,0.05,3
18.694259012,83.017356475,2.3831775701,0.3,0.05,3
23.572763685,26.08811749,2.4632843792,0.3,0.05,3
5.3751668892,55.994659546,1.432576769,0.3,0.05,3
14.048064085,46.91588785,2.0841121495,0.3,0.05,3
18.229639519,25.660881175,4.6101468625,0.3,0.05,3
20.939919893,58.130841121,3.8090787717,0.3,0.05,3
28.257676903,87.930574099,2.6822429907,0.3,0.05,3
10.17623498,50.333778371,2.6608811749,0.3,0.05,3
15.635514019,35.380507343,3.8998664887,0.3,0.05,3
29.032042724,48.304405874,2.5487316422,0.3,0.05,3
27.44459279,57.917222964,1.5714285714,0.3,0.05,3
13.428571429,23.311081442,3.5687583445,0.3,0.05,3
17.261682243,49.58611482,1.0534045394,0.3,0.05,3
24.811748999,46.595460614,4.5407209613,0.3,0.05,3
12.886515354,98.825100134,1.2670226969,0.3,0.05,3
25.2376502,39.546061415,4.0280373832,0.3,0.05,3
9.9826435247,49.479305741,1.8117489987,0.3,0.05,3
3.3230974633,28.758344459,4.7703604806,0.3,0.05,3
22.101468625,84.085447263,1.9666221629,0.3,0.05,3
26.941255007,55.033377837,4.1348464619,0.3,0.05,3
29.419225634,41.255006676,4.738317757,0.3,0.05,3
3.0520694259,93.91188251,2.6929238985,0.3,0.05,3
24.153538051,81.415220294,2.0200267023,0.3,0.05,3
21.830440587,97.757009346,3.9479305741,0.3,0.05,3
28.683578104,51.722296395,4.7650200267,0.3,0.05,3
21.249666222,41.041388518,2.0520694259,0.3,0.05,3
16.371161549,24.485981308,1.2883845127,0.3,0.05,3
6.9626168224,82.162883845,1.9238985314,0.3,0.05,3
4.3684913218,20.85447263,1.4005340454,0.3,0.05,3
20.281708945,28.117489987,3.0667556742,0.3,0.05,3
9.2857142857,35.700934579,4.4873164219,0.3,0.05,3
21.985313752,47.877169559,3.2429906542,0.3,0.05,3
26.786381842,33.671562083,4.8771695594,0.3,0.05,3
23.069425901,45.420560748,3.0186915888,0.3,0.05,3
9.4018691589,73.297730307,3.5473965287,0.3,0.05,3
21.598130841,32.603471295,1.694259012,0.3,0.05,3
18.113484646,54.072096128,4.5834445928,0.3,0.05,3
20.165554072,29.185580774,4.5727636849,0.3,0.05,3
11.376502003,53.751668892,4.1882510013,0.3,0.05,3
4.523364486,80.240320427,4.3110814419,0.3,0.05,3
7.5046728972,61.548731642,1.6248331108,0.3,0.05,3
26.166889186,91.775700935,4.2256341789,0.3,0.05,3
20.82376502,74.686248331,1.6675567423,0.3,0.05,3
12.460614152,28.544726302,4.9626168224,0.3,0.05,3
14.164218959,82.483311081,1.0213618158,0.3,0.05,3
6.8464619493,57.703604806,4.4712950601,0.3,0.05,3
9.9439252336,46.168224299,4.4178905207,0.3,0.05,3
14.512683578,58.664886515,3.9052069426,0.3,0.05,3
17.416555407,76.288384513,2.4152202937,0.3,0.05,3
19.35246996,61.441922563,1.4058744993,0.3,0.05,3
16.642189586,93.591455274,2.650200267,0.3,0.05,3
16.022696929,40.507343124,2.5754339119,0.3,0.05,3
13.273698264,22.670226969,3.6809078772,0.3,0.05,3
12.344459279,45.634178905,1.3364485981,0.3,0.05,3
27.328437917,97.222963952,2.3297730307,0.3,0.05,3
7.2336448598,99.252336449,2.5540720961,0.3,0.05,3
2.0841121495,44.566088117,2.1962616822,0.3,0.05,3
21.55941255,45.313751669,3.9853137517,0.3,0.05,3
5.6849132176,78.851802403,4.7757009346,0.3,0.05,3
15.829105474,31.855807744,2.6341789052,0.3,0.05,3
20.862483311,30.574098798,2.73564753,0.3,0.05,3
25.198931909,85.473965287,1.9132176235,0.3,0.05,3
12.421895861,60.053404539,1.6141522029,0.3,0.05,3
7.9305740988,81.094793057,3.082777036,0.3,0.05,3
25.431241656,25.554072096,4.6902536716,0.3,0.05,3
20.707610147,24.913217623,4.8878504673,0.3,0.05,3
19.468624833,98.29105474,3.873164219,0.3,0.05,3
8.0080106809,36.341789052,1.7636849132,0.3,0.05,3
22.449933244,33.137516689,4.1028037383,0.3,0.05,3
20.242990654,34.098798398,2.1428571429,0.3,0.05,3
24.773030708,42.750333778,1.8491321762,0.3,0.05,3
25.353805073,32.389853138,3.259012016,0.3,0.05,3
17.997329773,99.572763685,4.3217623498,0.3,0.05,3
2.7036048064,90.387182911,3.6008010681,0.3,0.05,3
26.089452603,34.632843792,4.8077436582,0.3,0.05,3
15.867823765,98.504672897,4.2096128171,0.3,0.05,3
5.8397863818,61.014686248,3.3925233645,0.3,0.05,3
15.519359146,83.124165554,3.2750333778,0.3,0.05,3
23.611481976,92.416555407,2.4953271028,0.3,0.05,3
27.638184246,91.989319092,3.611481976,0.3,0.05,3
23.959946595,71.375166889,3.7396528705,0.3,0.05,3
9.6341789052,95.193591455,2.7516688919,0.3,0.05,3
6.4592790387,36.875834446,1.0587449933,0.3,0.05,3
19.313751669,89.53271028,1.7102803738,0.3,0.05,3
