Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio
18.77755511,61.042084168,1,0.3,0.05,3
29.348697395,31.703406814,1,0.3,0.05,3
14.869739479,97.274549098,1,0.3,0.05,3
20.681362725,41.643286573,1,0.3,0.05,3
17.5250501,35.711422846,1,0.3,0.05,3
9.9098196393,83.647294589,1,0.3,0.05,3
13.366733467,98.396793587,1,0.3,0.05,3
16.973947896,44.529058116,1,0.3,0.05,3
11.613226453,69.859719439,1,0.3,0.05,3
15.370741483,80.761523046,1,0.3,0.05,3
28.146292585,55.430861723,1,0.3,0.05,3
14.769539078,35.871743487,1,0.3,0.05,3
11.112224449,74.98997996,1,0.3,0.05,3
5.5511022044,92.625250501,1,0.3,0.05,3
28.396793587,85.090180361,1,0.3,0.05,3
5.8517034068,59.599198397,1,0.3,0.05,3
20.430861723,64.088176353,1,0.3,0.05,3
24.088176353,29.298597194,1,0.3,0.05,3
24.789579158,89.418837675,1,0.3,0.05,3
15.02004008,98.236472946,1,0.3,0.05,3
12.264529058,22.725450902,1,0.3,0.05,3
27.695390782,48.857715431,1,0.3,0.05,3
15.220440882,45.330661323,1,0.3,0.05,3
14.619238477,25.450901804,1,0.3,0.05,3
11.012024048,67.134268537,1,0.3,0.05,3
22.434869739,43.246492986,1,0.3,0.05,3
27.044088176,87.975951904,1,0.3,0.05,3
25.140280561,41.322645291,1,0.3,0.05,3
19.228456914,90.701402806,1,0.3,0.05,3
22.334669339,49.498997996,1,0.3,0.05,3
29.448897796,45.170340681,1,0.3,0.05,3
20.480961924,42.284569138,1,0.3,0.05,3
15.821643287,39.238476954,1,0.3,0.05,3
9.0080160321,88.296593186,1,0.3,0.05,3
29.749498998,75.310621242,1,0.3,0.05,3
22.735470942,69.378757515,1,0.3,0.05,3
7.6052104208,20.480961924,1,0.3,0.05,3
14.068136273,99.198396794,1,0.3,0.05,3
8.006012024,61.683366733,1,0.3,0.05,3
29.699398798,32.024048096,1,0.3,0.05,3
10.210420842,59.759519038,1,0.3,0.05,3
18.577154309,26.412825651,1,0.3,0.05,3
25.991983968,50.460921844,1,0.3,0.05,3
22.585170341,61.362725451,1,0.3,0.05,3
23.687374749,48.216432866,1,0.3,0.05,3
21.783567134,42.124248497,1,0.3,0.05,3
8.6072144289,94.709418838,1,0.3,0.05,3
5.7014028056,76.753507014,1,0.3,0.05,3
14.218436874,64.569138277,1,0.3,0.05,3
10.06012024,84.448897796,1,0.3,0.05,3
18.276553106,79.478957916,1,0.3,0.05,3
19.478957916,27.855711423,1,0.3,0.05,3
10.260521042,39.719438878,1,0.3,0.05,3
11.963927856,78.196392786,1,0.3,0.05,3
12.565130261,72.905811623,1,0.3,0.05,3
12.815631263,84.929859719,1,0.3,0.05,3
5.3006012024,80.120240481,1,0.3,0.05,3
21.833667335,20.961923848,1,0.3,0.05,3
15.170340681,49.97995992,1,0.3,0.05,3
8.3066132265,36.352705411,1,0.3,0.05,3
8.5571142285,99.038076152,1,0.3,0.05,3
17.925851703,60.881763527,1,0.3,0.05,3
14.919839679,66.332665331,1,0.3,0.05,3
22.785571142,77.074148297,1,0.3,0.05,3
7.4048096192,86.052104208,1,0.3,0.05,3
15.571142285,73.226452906,1,0.3,0.05,3
24.238476954,84.128256513,1,0.3,0.05,3
15.320641283,54.9498998,1,0.3,0.05,3
10.711422846,58.637274549,1,0.3,0.05,3
20.280561122,55.751503006,1,0.3,0.05,3
26.993987976,55.110220441,1,0.3,0.05,3
6.1523046092,70.981963928,1,0.3,0.05,3
26.042084168,91.823647295,1,0.3,0.05,3
5,20.801603206,1,0.3,0.05,3
29.098196393,51.583166333,1,0.3,0.05,3
22.53507014,84.609218437,1,0.3,0.05,3
23.537074148,55.270541082,1,0.3,0.05,3
7.1543086172,53.667334669,1,0.3,0.05,3
23.587174349,94.549098196,1,0.3,0.05,3
26.893787575,27.214428858,1,0.3,0.05,3
19.879759519,24.96993988,1,0.3,0.05,3
24.889779559,40.04008016,1,0.3,0.05,3
6.4529058116,33.306613226,1,0.3,0.05,3
17.024048096,28.657314629,1,0.3,0.05,3
6.8537074148,99.839679359,1,0.3,0.05,3
16.172344689,26.893787575,1,0.3,0.05,3
13.266533066,33.466933868,1,0.3,0.05,3
14.719438878,53.026052104,1,0.3,0.05,3
9.7595190381,51.422845691,1,0.3,0.05,3
11.763527054,75.631262525,1,0.3,0.05,3
11.312625251,56.553106212,1,0.3,0.05,3
12.064128257,85.731462926,1,0.3,0.05,3
5.3507014028,100,1,0.3,0.05,3
12.965931864,76.432865731,1,0.3,0.05,3
16.673346693,79.95991984,1,0.3,0.05,3
17.975951904,25.290581162,1,0.3,0.05,3
20.531062124,96.953907816,1,0.3,0.05,3
7.2044088176,79.799599198,1,0.3,0.05,3
6.5531062124,98.71743487,1,0.3,0.05,3
9.8597194389,38.75751503,1,0.3,0.05,3
12.665330661,87.815631263,1,0.3,0.05,3
7.3046092184,54.308617234,1,0.3,0.05,3
10.360721443,90.861723447,1,0.3,0.05,3
28.296593186,88.617234469,1,0.3,0.05,3
15.270541082,48.056112224,1,0.3,0.05,3
11.913827655,99.358717435,1,0.3,0.05,3
23.336673347,64.729458918,1,0.3,0.05,3
11.26252505,60.240480962,1,0.3,0.05,3
7.0541082164,36.673346693,1,0.3,0.05,3
25.691382766,62.805611222,1,0.3,0.05,3
8.7575150301,96.152304609,1,0.3,0.05,3
26.342685371,41.803607214,1,0.3,0.05,3
29.9498998,94.228456914,1,0.3,0.05,3
25.04008016,87.49498998,1,0.3,0.05,3
21.733466934,62.965931864,1,0.3,0.05,3
28.196392786,77.234468938,1,0.3,0.05,3
11.513026052,43.887775551,1,0.3,0.05,3
5.751503006,39.078156313,1,0.3,0.05,3
10.861723447,64.889779559,1,0.3,0.05,3
8.2064128257,23.206412826,1,0.3,0.05,3
19.779559118,99.519038076,1,0.3,0.05,3
25.891783567,54.789579158,1,0.3,0.05,3
28.246492986,95.03006012,1,0.3,0.05,3
22.134268537,74.028056112,1,0.3,0.05,3
25.090180361,93.587174349,1,0.3,0.05,3
24.589178357,99.679358717,1,0.3,0.05,3
14.569138277,58.316633267,1,0.3,0.05,3
18.076152305,38.597194389,1,0.3,0.05,3
25.190380762,51.903807615,1,0.3,0.05,3
28.847695391,74.348697395,1,0.3,0.05,3
9.4589178357,67.935871743,1,0.3,0.05,3
28.547094188,21.122244489,1,0.3,0.05,3
22.985971944,47.895791583,1,0.3,0.05,3
24.338677355,78.036072144,1,0.3,0.05,3
29.148296593,57.835671343,1,0.3,0.05,3
5.4008016032,73.867735471,1,0.3,0.05,3
22.234468938,82.845691383,1,0.3,0.05,3
18.376753507,30.581162325,1,0.3,0.05,3
9.2084168337,27.374749499,1,0.3,0.05,3
11.462925852,54.629258517,1,0.3,0.05,3
28.74749499,56.392785571,1,0.3,0.05,3
5.4509018036,61.20240481,1,0.3,0.05,3
12.765531062,62.324649299,1,0.3,0.05,3
18.426853707,53.186372745,1,0.3,0.05,3
22.885771543,29.93987976,1,0.3,0.05,3
10.460921844,67.615230461,1,0.3,0.05,3
13.416833667,74.509018036,1,0.3,0.05,3
10.310621242,21.442885772,1,0.3,0.05,3
10.160320641,20.320641283,1,0.3,0.05,3
20.080160321,24.488977956,1,0.3,0.05,3
24.539078156,68.416833667,1,0.3,0.05,3
25.791583166,91.022044088,1,0.3,0.05,3
6.002004008,52.384769539,1,0.3,0.05,3
22.384769539,84.288577154,1,0.3,0.05,3
23.286573146,32.665330661,1,0.3,0.05,3
13.617234469,35.551102204,1,0.3,0.05,3
17.424849699,52.224448898,1,0.3,0.05,3
10.110220441,38.917835671,1,0.3,0.05,3
18.877755511,58.476953908,1,0.3,0.05,3
23.036072144,66.012024048,1,0.3,0.05,3
27.44488978,30.741482966,1,0.3,0.05,3
21.132264529,77.875751503,1,0.3,0.05,3
5.9519038076,92.46492986,1,0.3,0.05,3
7.9559118236,28.016032064,1,0.3,0.05,3
21.382765531,95.511022044,1,0.3,0.05,3
20.03006012,34.589178357,1,0.3,0.05,3
17.274549098,92.785571142,1,0.3,0.05,3
21.633266533,28.336673347,1,0.3,0.05,3
11.412825651,20,1,0.3,0.05,3
26.593186373,46.613226453,1,0.3,0.05,3
20.130260521,46.452905812,1,0.3,0.05,3
13.71743487,76.593186373,1,0.3,0.05,3
20.731462926,88.937875752,1,0.3,0.05,3
20.931863727,26.733466934,1,0.3,0.05,3
27.995991984,45.971943888,1,0.3,0.05,3
5.9018036072,72.424849699,1,0.3,0.05,3
27.945891784,89.098196393,1,0.3,0.05,3
9.4088176353,49.178356713,1,0.3,0.05,3
29.048096192,80.440881764,1,0.3,0.05,3
17.675350701,56.072144289,1,0.3,0.05,3
29.498997996,88.77755511,1,0.3,0.05,3
10.761523046,24.008016032,1,0.3,0.05,3
26.492985972,68.73747495,1,0.3,0.05,3
19.128256513,86.372745491,1,0.3,0.05,3
19.579158317,57.51503006,1,0.3,0.05,3
23.937875752,96.793587174,1,0.3,0.05,3
24.93987976,64.248496994,1,0.3,0.05,3
18.026052104,38.276553106,1,0.3,0.05,3
17.374749499,73.386773547,1,0.3,0.05,3
8.9078156313,33.78757515,1,0.3,0.05,3
10.961923848,82.364729459,1,0.3,0.05,3
29.599198397,71.30260521,1,0.3,0.05,3
25.240480962,25.931863727,1,0.3,0.05,3
26.092184369,27.53507014,1,0.3,0.05,3
16.773547094,36.513026052,1,0.3,0.05,3
27.144288577,97.915831663,1,0.3,0.05,3
15.521042084,30.100200401,1,0.3,0.05,3
20.180360721,25.611222445,1,0.3,0.05,3
25.641282565,77.55511022,1,0.3,0.05,3
7.4549098196,21.603206413,1,0.3,0.05,3
28.947895792,71.462925852,1,0.3,0.05,3
28.446893788,42.765531062,1,0.3,0.05,3
23.486973948,98.076152305,1,0.3,0.05,3
6.25250501,58.957915832,1,0.3,0.05,3
7.8557114228,44.048096192,1,0.3,0.05,3
27.795591182,73.547094188,1,0.3,0.05,3
12.51503006,65.210420842,1,0.3,0.05,3
23.887775551,23.847695391,1,0.3,0.05,3
13.667334669,29.779559118,1,0.3,0.05,3
27.845691383,59.438877756,1,0.3,0.05,3
24.038076152,95.190380762,1,0.3,0.05,3
26.643286573,58.79759519,1,0.3,0.05,3
29.298597194,69.699398798,1,0.3,0.05,3
22.084168337,60.080160321,1,0.3,0.05,3
27.745490982,93.426853707,1,0.3,0.05,3
18.677354709,23.687374749,1,0.3,0.05,3
10.511022044,63.446893788,1,0.3,0.05,3
11.563126253,52.54509018,1,0.3,0.05,3
10.611222445,37.955911824,1,0.3,0.05,3
26.142284569,56.23246493,1,0.3,0.05,3
13.867735471,46.132264529,1,0.3,0.05,3
13.166332665,36.19238477,1,0.3,0.05,3
24.689378758,67.294589178,1,0.3,0.05,3
28.496993988,31.382765531,1,0.3,0.05,3
16.322645291,78.997995992,1,0.3,0.05,3
7.1042084168,81.082164329,1,0.3,0.05,3
24.188376754,96.472945892,1,0.3,0.05,3
28.046092184,26.25250501,1,0.3,0.05,3
15.871743487,23.366733467,1,0.3,0.05,3
29.649298597,86.853707415,1,0.3,0.05,3
23.78757515,68.096192385,1,0.3,0.05,3
8.9579158317,77.394789579,1,0.3,0.05,3
12.865731463,58.156312625,1,0.3,0.05,3
28.647294589,71.783567134,1,0.3,0.05,3
26.442885772,62.645290581,1,0.3,0.05,3
20.380761523,95.671342685,1,0.3,0.05,3
18.827655311,66.172344689,1,0.3,0.05,3
14.018036072,83.967935872,1,0.3,0.05,3
11.713426854,20.160320641,1,0.3,0.05,3
7.004008016,75.951903808,1,0.3,0.05,3
19.178356713,86.693386774,1,0.3,0.05,3
9.0581162325,74.829659319,1,0.3,0.05,3
23.637274549,36.993987976,1,0.3,0.05,3
22.48496994,92.144288577,1,0.3,0.05,3
24.138276553,55.591182365,1,0.3,0.05,3
10.811623246,63.126252505,1,0.3,0.05,3
19.629258517,53.507014028,1,0.3,0.05,3
9.5090180361,26.092184369,1,0.3,0.05,3
8.6573146293,85.571142285,1,0.3,0.05,3
6.6533066132,21.763527054,1,0.3,0.05,3
10.911823647,83.486973948,1,0.3,0.05,3
13.917835671,39.879759519,1,0.3,0.05,3
5.8016032064,38.436873747,1,0.3,0.05,3
18.927855711,65.0501002,1,0.3,0.05,3
21.983967936,66.973947896,1,0.3,0.05,3
16.623246493,28.496993988,1,0.3,0.05,3
17.174348697,71.943887776,1,0.3,0.05,3
14.519038076,84.769539078,1,0.3,0.05,3
20.230460922,87.174348697,1,0.3,0.05,3
20.581162325,32.344689379,1,0.3,0.05,3
22.935871743,94.388777555,1,0.3,0.05,3
14.168336673,42.925851703,1,0.3,0.05,3
7.5551102204,40.841683367,1,0.3,0.05,3
17.875751503,78.517034068,1,0.3,0.05,3
19.028056112,29.458917836,1,0.3,0.05,3
28.897795591,27.054108216,1,0.3,0.05,3
21.332665331,43.086172345,1,0.3,0.05,3
27.49498998,36.833667335,1,0.3,0.05,3
19.529058116,78.837675351,1,0.3,0.05,3
19.929859719,75.470941884,1,0.3,0.05,3
9.9599198397,85.410821643,1,0.3,0.05,3
13.76753507,24.168336673,1,0.3,0.05,3
9.7094188377,24.649298597,1,0.3,0.05,3
22.685370741,61.843687375,1,0.3,0.05,3
13.216432866,64.408817635,1,0.3,0.05,3
13.967935872,25.771543086,1,0.3,0.05,3
18.226452906,70.02004008,1,0.3,0.05,3
28.346693387,81.563126253,1,0.3,0.05,3
16.723446894,41.162324649,1,0.3,0.05,3
6.503006012,62.48496994,1,0.3,0.05,3
9.3587174349,87.655310621,1,0.3,0.05,3
14.819639279,56.873747495,1,0.3,0.05,3
29.849699399,23.046092184,1,0.3,0.05,3
21.883767535,43.567134269,1,0.3,0.05,3
24.438877756,37.154308617,1,0.3,0.05,3
23.837675351,47.254509018,1,0.3,0.05,3
27.294589178,76.913827655,1,0.3,0.05,3
24.388777555,79.639278557,1,0.3,0.05,3
16.072144289,45.490981964,1,0.3,0.05,3
19.278557114,39.398797595,1,0.3,0.05,3
6.753507014,87.334669339,1,0.3,0.05,3
25.741482966,44.689378758,1,0.3,0.05,3
25.541082164,80.921843687,1,0.3,0.05,3
8.0561122244,70.340681363,1,0.3,0.05,3
8.3567134269,78.677354709,1,0.3,0.05,3
13.567134269,57.034068136,1,0.3,0.05,3
6.9539078156,56.713426854,1,0.3,0.05,3
22.034068136,77.715430862,1,0.3,0.05,3
12.414829659,32.184368737,1,0.3,0.05,3
8.2565130261,97.434869739,1,0.3,0.05,3
18.176352705,34.428857715,1,0.3,0.05,3
6.6032064128,91.663326653,1,0.3,0.05,3
21.583166333,81.883767535,1,0.3,0.05,3
19.378757515,29.138276553,1,0.3,0.05,3
10.661322645,85.891783567,1,0.3,0.05,3
6.0521042084,42.44488978,1,0.3,0.05,3
7.755511022,35.230460922,1,0.3,0.05,3
12.114228457,59.919839679,1,0.3,0.05,3
16.823647295,54.468937876,1,0.3,0.05,3
15.070140281,46.29258517,1,0.3,0.05,3
6.7034068136,39.559118236,1,0.3,0.05,3
12.915831663,38.116232465,1,0.3,0.05,3
20.831663327,95.350701403,1,0.3,0.05,3
21.482965932,35.070140281,1,0.3,0.05,3
13.066132265,69.539078156,1,0.3,0.05,3
23.236472946,51.26252505,1,0.3,0.05,3
7.3547094188,91.182364729,1,0.3,0.05,3
11.21242485,47.414829659,1,0.3,0.05,3
24.98997996,50.941883768,1,0.3,0.05,3
21.032064128,24.328657315,1,0.3,0.05,3
13.016032064,25.130260521,1,0.3,0.05,3
12.164328657,66.653306613,1,0.3,0.05,3
10.561122244,60.721442886,1,0.3,0.05,3
14.268537074,74.669338677,1,0.3,0.05,3
18.326653307,95.831663327,1,0.3,0.05,3
21.533066132,26.573146293,1,0.3,0.05,3
21.182364729,72.585170341,1,0.3,0.05,3
25.841683367,31.062124248,1,0.3,0.05,3
29.899799599,50.140280561,1,0.3,0.05,3
23.987975952,32.825651303,1,0.3,0.05,3
20.330661323,83.80761523,1,0.3,0.05,3
29.398797595,71.623246493,1,0.3,0.05,3
11.863727455,31.22244489,1,0.3,0.05,3
17.124248497,55.911823647,1,0.3,0.05,3
21.28256513,93.266533066,1,0.3,0.05,3
5.250501002,28.817635271,1,0.3,0.05,3
26.793587174,44.368737475,1,0.3,0.05,3
18.527054108,73.70741483,1,0.3,0.05,3
21.683366733,70.501002004,1,0.3,0.05,3
17.725450902,50.621242485,1,0.3,0.05,3
26.24248497,94.068136273,1,0.3,0.05,3
8.4068136273,47.735470942,1,0.3,0.05,3
17.775551102,49.018036072,1,0.3,0.05,3
26.943887776,37.4749499,1,0.3,0.05,3
12.364729459,70.180360721,1,0.3,0.05,3
7.8056112224,94.869739479,1,0.3,0.05,3
26.392785571,86.533066132,1,0.3,0.05,3
7.7054108216,50.781563126,1,0.3,0.05,3
18.977955912,79.158316633,1,0.3,0.05,3
6.4028056112,62.164328657,1,0.3,0.05,3
25.490981964,60.561122244,1,0.3,0.05,3
15.771543086,98.877755511,1,0.3,0.05,3
9.1583166333,63.76753507,1,0.3,0.05,3
9.6593186373,32.50501002,1,0.3,0.05,3
9.6092184369,49.659318637,1,0.3,0.05,3
17.575150301,57.675350701,1,0.3,0.05,3
19.829659319,36.032064128,1,0.3,0.05,3
16.472945892,93.907815631,1,0.3,0.05,3
8.4569138277,52.705410822,1,0.3,0.05,3
7.254509018,63.607214429,1,0.3,0.05,3
26.19238477,91.342685371,1,0.3,0.05,3
24.839679359,42.605210421,1,0.3,0.05,3
28.79759519,53.346693387,1,0.3,0.05,3
8.5070140281,34.909819639,1,0.3,0.05,3
6.8036072144,81.24248497,1,0.3,0.05,3
12.715430862,47.575150301,1,0.3,0.05,3
20.631262525,92.945891784,1,0.3,0.05,3
20.981963928,90.06012024,1,0.3,0.05,3
14.96993988,97.114228457,1,0.3,0.05,3
29.198396794,46.933867735,1,0.3,0.05,3
5.6513026052,75.791583166,1,0.3,0.05,3
14.468937876,40.200400802,1,0.3,0.05,3
23.186372745,51.743486974,1,0.3,0.05,3
15.921843687,45.01002004,1,0.3,0.05,3
9.5591182365,22.404809619,1,0.3,0.05,3
16.873747495,66.813627255,1,0.3,0.05,3
15.621242485,82.685370741,1,0.3,0.05,3
17.324649299,83.326653307,1,0.3,0.05,3
24.488977956,61.523046092,1,0.3,0.05,3
13.466933868,23.527054108,1,0.3,0.05,3
13.316633267,44.849699399,1,0.3,0.05,3
25.340681363,54.148296593,1,0.3,0.05,3
6.9038076152,43.406813627,1,0.3,0.05,3
12.46492986,90.380761523,1,0.3,0.05,3
5.0501002004,75.150300601,1,0.3,0.05,3
22.635270541,79.318637275,1,0.3,0.05,3
18.627254509,67.45490982,1,0.3,0.05,3
20.781563126,57.995991984,1,0.3,0.05,3
9.1082164329,46.773547094,1,0.3,0.05,3
16.573146293,97.755511022,1,0.3,0.05,3
25.290581162,40.681362725,1,0.3,0.05,3
27.094188377,52.064128257,1,0.3,0.05,3
11.813627255,69.218436874,1,0.3,0.05,3
6.3527054108,30.260521042,1,0.3,0.05,3
10.410821643,85.250501002,1,0.3,0.05,3
8.1563126253,22.244488978,1,0.3,0.05,3
7.9058116232,37.314629259,1,0.3,0.05,3
19.328657315,37.635270541,1,0.3,0.05,3
12.314629259,41.482965932,1,0.3,0.05,3
7.50501002,86.21242485,1,0.3,0.05,3
29.248496994,34.268537074,1,0.3,0.05,3
7.6553106212,76.27254509,1,0.3,0.05,3
17.4749499,52.865731463,1,0.3,0.05,3
27.194388778,71.142284569,1,0.3,0.05,3
28.997995992,41.002004008,1,0.3,0.05,3
