Payload,CruiseSpeed,FleetSize,PayloadFraction,FuelTankFraction,FinenessRatio,Y
28.693693694,29.289289289,1,0.3,0.05,3,
13.873873874,68.448448448,1,0.3,0.05,3,
11.531531532,79.499499499,1,0.3,0.05,3,
5.5405405405,33.933933934,1,0.3,0.05,3,
11.351351351,81.021021021,1,0.3,0.05,3,
15.540540541,69.169169169,1,0.3,0.05,3,
22.882882883,60.28028028,1,0.3,0.05,3,
47.657657658,70.530530531,1,0.3,0.05,3,
35.315315315,30.25025025,1,0.3,0.05,3,
49.099099099,81.341341341,1,0.3,0.05,3,
16.081081081,61.081081081,1,0.3,0.05,3,
33.918918919,94.954954955,1,0.3,0.05,3,
20.135135135,50.19019019,1,0.3,0.05,3,
30.405405405,55.315315315,1,0.3,0.05,3,
8.1081081081,20.560560561,1,0.3,0.05,3,
27.297297297,65.005005005,1,0.3,0.05,3,
7.4774774775,49.78978979,1,0.3,0.05,3,
35,71.891891892,1,0.3,0.05,3,
44.90990991,83.183183183,1,0.3,0.05,3,
48.693693694,61.241241241,1,0.3,0.05,3,
13.423423423,90.47047047,1,0.3,0.05,3,
39.594594595,52.752752753,1,0.3,0.05,3,
29.594594595,62.682682683,1,0.3,0.05,3,
48.243243243,22.082082082,1,0.3,0.05,3,
15.585585586,72.372372372,1,0.3,0.05,3,
39.72972973,36.096096096,1,0.3,0.05,3,
46.621621622,66.526526527,1,0.3,0.05,3,
45.495495495,59.399399399,1,0.3,0.05,3,
32.387387387,51.711711712,1,0.3,0.05,3,
10.135135135,35.295295295,1,0.3,0.05,3,
14.459459459,35.615615616,1,0.3,0.05,3,
40.18018018,32.972972973,1,0.3,0.05,3,
11.081081081,75.335335335,1,0.3,0.05,3,
20.225225225,66.206206206,1,0.3,0.05,3,
32.657657658,79.81981982,1,0.3,0.05,3,
18.108108108,31.451451451,1,0.3,0.05,3,
35.09009009,37.377377377,1,0.3,0.05,3,
31.891891892,72.612612613,1,0.3,0.05,3,
27.747747748,57.317317317,1,0.3,0.05,3,
11.126126126,72.132132132,1,0.3,0.05,3,
31.441441441,32.572572573,1,0.3,0.05,3,
36.081081081,50.27027027,1,0.3,0.05,3,
28.468468468,23.043043043,1,0.3,0.05,3,
18.513513514,54.834834835,1,0.3,0.05,3,
20.540540541,78.858858859,1,0.3,0.05,3,
39.054054054,50.830830831,1,0.3,0.05,3,
6.2612612613,21.681681682,1,0.3,0.05,3,
18.783783784,33.293293293,1,0.3,0.05,3,
21.261261261,58.438438438,1,0.3,0.05,3,
30.585585586,84.224224224,1,0.3,0.05,3,
38.648648649,20,1,0.3,0.05,3,
36.756756757,71.491491491,1,0.3,0.05,3,
12.522522523,94.394394394,1,0.3,0.05,3,
13.063063063,84.944944945,1,0.3,0.05,3,
12.702702703,30.41041041,1,0.3,0.05,3,
9.954954955,50.35035035,1,0.3,0.05,3,
33.828828829,82.222222222,1,0.3,0.05,3,
30.18018018,45.865865866,1,0.3,0.05,3,
29.369369369,90.31031031,1,0.3,0.05,3,
14.279279279,57.077077077,1,0.3,0.05,3,
29.324324324,69.64964965,1,0.3,0.05,3,
39.234234234,41.941941942,1,0.3,0.05,3,
26.666666667,44.904904905,1,0.3,0.05,3,
48.378378378,97.597597598,1,0.3,0.05,3,
46.351351351,89.269269269,1,0.3,0.05,3,
38.288288288,93.753753754,1,0.3,0.05,3,
32.702702703,20.16016016,1,0.3,0.05,3,
19.684684685,77.097097097,1,0.3,0.05,3,
9.3243243243,68.208208208,1,0.3,0.05,3,
28.963963964,46.746746747,1,0.3,0.05,3,
19.054054054,34.654654655,1,0.3,0.05,3,
37.927927928,52.992992993,1,0.3,0.05,3,
14.774774775,68.288288288,1,0.3,0.05,3,
45.720720721,90.550550551,1,0.3,0.05,3,
5.4954954955,47.387387387,1,0.3,0.05,3,
43.828828829,31.851851852,1,0.3,0.05,3,
37.297297297,65.325325325,1,0.3,0.05,3,
43.558558559,62.042042042,1,0.3,0.05,3,
20.810810811,24.804804805,1,0.3,0.05,3,
19.864864865,42.662662663,1,0.3,0.05,3,
41.306306306,74.934934935,1,0.3,0.05,3,
39.81981982,51.631631632,1,0.3,0.05,3,
13.198198198,96.156156156,1,0.3,0.05,3,
22.792792793,67.007007007,1,0.3,0.05,3,
29.864864865,83.343343343,1,0.3,0.05,3,
29.054054054,86.466466466,1,0.3,0.05,3,
46.396396396,53.313313313,1,0.3,0.05,3,
37.702702703,52.672672673,1,0.3,0.05,3,
42.387387387,57.877877878,1,0.3,0.05,3,
8.018018018,34.734734735,1,0.3,0.05,3,
33.558558559,84.064064064,1,0.3,0.05,3,
24.189189189,72.692692693,1,0.3,0.05,3,
18.018018018,80.46046046,1,0.3,0.05,3,
23.558558559,62.602602603,1,0.3,0.05,3,
13.513513514,52.032032032,1,0.3,0.05,3,
48.558558559,58.758758759,1,0.3,0.05,3,
16.396396396,42.262262262,1,0.3,0.05,3,
17.072072072,70.930930931,1,0.3,0.05,3,
15.225225225,47.867867868,1,0.3,0.05,3,
12.837837838,90.790790791,1,0.3,0.05,3,
32.927927928,53.793793794,1,0.3,0.05,3,
47.747747748,53.473473473,1,0.3,0.05,3,
36.036036036,71.571571572,1,0.3,0.05,3,
40,21.521521522,1,0.3,0.05,3,
36.261261261,62.442442442,1,0.3,0.05,3,
24.63963964,53.873873874,1,0.3,0.05,3,
11.306306306,56.596596597,1,0.3,0.05,3,
25.495495495,68.688688689,1,0.3,0.05,3,
42.657657658,43.543543544,1,0.3,0.05,3,
46.891891892,43.623623624,1,0.3,0.05,3,
47.972972973,65.085085085,1,0.3,0.05,3,
14.54954955,48.588588589,1,0.3,0.05,3,
29.459459459,44.104104104,1,0.3,0.05,3,
14.954954955,67.887887888,1,0.3,0.05,3,
31.756756757,29.369369369,1,0.3,0.05,3,
16.036036036,35.855855856,1,0.3,0.05,3,
39.324324324,23.683683684,1,0.3,0.05,3,
16.486486486,45.145145145,1,0.3,0.05,3,
15.855855856,81.901901902,1,0.3,0.05,3,
42.837837838,32.892892893,1,0.3,0.05,3,
9.8648648649,77.577577578,1,0.3,0.05,3,
49.279279279,41.861861862,1,0.3,0.05,3,
44.099099099,24.884884885,1,0.3,0.05,3,
19.72972973,27.527527528,1,0.3,0.05,3,
15.27027027,85.265265265,1,0.3,0.05,3,
10.495495495,85.425425425,1,0.3,0.05,3,
8.8288288288,76.216216216,1,0.3,0.05,3,
13.153153153,78.138138138,1,0.3,0.05,3,
7.3423423423,99.67967968,1,0.3,0.05,3,
40.630630631,57.237237237,1,0.3,0.05,3,
46.801801802,39.219219219,1,0.3,0.05,3,
21.396396396,62.202202202,1,0.3,0.05,3,
27.387387387,57.397397397,1,0.3,0.05,3,
17.522522523,63.483483483,1,0.3,0.05,3,
47.882882883,82.942942943,1,0.3,0.05,3,
34.81981982,40.980980981,1,0.3,0.05,3,
38.963963964,55.715715716,1,0.3,0.05,3,
33.063063063,73.573573574,1,0.3,0.05,3,
46.936936937,80.06006006,1,0.3,0.05,3,
5.8558558559,75.255255255,1,0.3,0.05,3,
42.072072072,93.993993994,1,0.3,0.05,3,
24.864864865,83.983983984,1,0.3,0.05,3,
45.900900901,95.835835836,1,0.3,0.05,3,
41.981981982,99.039039039,1,0.3,0.05,3,
5.7207207207,79.419419419,1,0.3,0.05,3,
36.351351351,88.388388388,1,0.3,0.05,3,
34.144144144,22.402402402,1,0.3,0.05,3,
46.126126126,44.664664665,1,0.3,0.05,3,
27.972972973,42.742742743,1,0.3,0.05,3,
40.495495495,41.781781782,1,0.3,0.05,3,
8.2882882883,52.832832833,1,0.3,0.05,3,
8.4234234234,35.535535536,1,0.3,0.05,3,
23.378378378,75.735735736,1,0.3,0.05,3,
22.117117117,57.717717718,1,0.3,0.05,3,
47.297297297,80.780780781,1,0.3,0.05,3,
14.324324324,77.337337337,1,0.3,0.05,3,
29.504504505,68.768768769,1,0.3,0.05,3,
47.702702703,84.624624625,1,0.3,0.05,3,
30.945945946,75.415415415,1,0.3,0.05,3,
30.720720721,28.328328328,1,0.3,0.05,3,
41.666666667,96.956956957,1,0.3,0.05,3,
19.81981982,66.766766767,1,0.3,0.05,3,
24.504504505,73.493493493,1,0.3,0.05,3,
18.648648649,70.37037037,1,0.3,0.05,3,
31.081081081,28.168168168,1,0.3,0.05,3,
17.837837838,39.61961962,1,0.3,0.05,3,
10.09009009,47.147147147,1,0.3,0.05,3,
25.225225225,46.106106106,1,0.3,0.05,3,
38.738738739,20.640640641,1,0.3,0.05,3,
19.774774775,49.149149149,1,0.3,0.05,3,
17.297297297,31.211211211,1,0.3,0.05,3,
36.891891892,81.501501502,1,0.3,0.05,3,
49.504504505,35.455455455,1,0.3,0.05,3,
43.333333333,72.772772773,1,0.3,0.05,3,
13.333333333,58.918918919,1,0.3,0.05,3,
47.207207207,47.307307307,1,0.3,0.05,3,
20.990990991,86.626626627,1,0.3,0.05,3,
30.045045045,25.925925926,1,0.3,0.05,3,
37.972972973,59.63963964,1,0.3,0.05,3,
49.459459459,54.034034034,1,0.3,0.05,3,
25.18018018,54.354354354,1,0.3,0.05,3,
16.531531532,86.306306306,1,0.3,0.05,3,
17.927927928,48.348348348,1,0.3,0.05,3,
41.846846847,42.582582583,1,0.3,0.05,3,
24.009009009,81.581581582,1,0.3,0.05,3,
36.621621622,98.478478478,1,0.3,0.05,3,
7.972972973,97.997997998,1,0.3,0.05,3,
6.9369369369,59.7997998,1,0.3,0.05,3,
5.9009009009,58.998998999,1,0.3,0.05,3,
10.045045045,54.754754755,1,0.3,0.05,3,
47.432432432,39.139139139,1,0.3,0.05,3,
25.09009009,25.525525526,1,0.3,0.05,3,
32.162162162,39.379379379,1,0.3,0.05,3,
44.594594595,26.486486486,1,0.3,0.05,3,
7.4324324324,78.298298298,1,0.3,0.05,3,
16.171171171,24.244244244,1,0.3,0.05,3,
33.423423423,69.089089089,1,0.3,0.05,3,
23.873873874,37.537537538,1,0.3,0.05,3,
8.1981981982,34.814814815,1,0.3,0.05,3,
40.405405405,74.694694695,1,0.3,0.05,3,
25.630630631,88.788788789,1,0.3,0.05,3,
26.756756757,67.167167167,1,0.3,0.05,3,
19.459459459,74.054054054,1,0.3,0.05,3,
7.7477477477,40.500500501,1,0.3,0.05,3,
12.432432432,73.813813814,1,0.3,0.05,3,
7.6126126126,27.207207207,1,0.3,0.05,3,
34.324324324,59.239239239,1,0.3,0.05,3,
34.369369369,69.96996997,1,0.3,0.05,3,
28.288288288,64.444444444,1,0.3,0.05,3,
31.531531532,82.702702703,1,0.3,0.05,3,
31.621621622,81.421421421,1,0.3,0.05,3,
29.72972973,40.900900901,1,0.3,0.05,3,
7.6576576577,98.718718719,1,0.3,0.05,3,
5.4054054054,41.701701702,1,0.3,0.05,3,
40.945945946,71.811811812,1,0.3,0.05,3,
9.5945945946,84.464464464,1,0.3,0.05,3,
20.630630631,38.818818819,1,0.3,0.05,3,
21.171171171,42.982982983,1,0.3,0.05,3,
49.954954955,43.223223223,1,0.3,0.05,3,
34.099099099,68.848848849,1,0.3,0.05,3,
23.648648649,69.56956957,1,0.3,0.05,3,
23.468468468,27.367367367,1,0.3,0.05,3,
48.063063063,64.124124124,1,0.3,0.05,3,
29.81981982,46.906906907,1,0.3,0.05,3,
36.711711712,44.184184184,1,0.3,0.05,3,
7.027027027,45.545545546,1,0.3,0.05,3,
40.675675676,38.018018018,1,0.3,0.05,3,
32.117117117,66.286286286,1,0.3,0.05,3,
34.684684685,37.697697698,1,0.3,0.05,3,
25.900900901,55.475475475,1,0.3,0.05,3,
5.0900900901,61.561561562,1,0.3,0.05,3,
38.333333333,50.750750751,1,0.3,0.05,3,
20.945945946,40.02002002,1,0.3,0.05,3,
14.189189189,31.771771772,1,0.3,0.05,3,
45.585585586,36.896896897,1,0.3,0.05,3,
11.666666667,51.071071071,1,0.3,0.05,3,
8.0630630631,35.375375375,1,0.3,0.05,3,
41.936936937,46.986986987,1,0.3,0.05,3,
21.441441441,66.606606607,1,0.3,0.05,3,
37.117117117,65.165165165,1,0.3,0.05,3,
17.657657658,95.115115115,1,0.3,0.05,3,
47.072072072,76.376376376,1,0.3,0.05,3,
13.828828829,28.808808809,1,0.3,0.05,3,
35.45045045,84.864864865,1,0.3,0.05,3,
46.486486486,24.004004004,1,0.3,0.05,3,
15.09009009,99.279279279,1,0.3,0.05,3,
31.711711712,52.112112112,1,0.3,0.05,3,
39.774774775,81.101101101,1,0.3,0.05,3,
49.324324324,55.395395395,1,0.3,0.05,3,
13.108108108,30.01001001,1,0.3,0.05,3,
7.2072072072,31.371371371,1,0.3,0.05,3,
